pl_name,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_age,sy_dist
"HD 132406 b",2007,"Radial Velocity",908.00000000000,1.9800000000,12.80000000,1.88790073758000e+03,1887.90073758,4.950000,,,0.250000,122.00000,5766.00,1.340000,0.973000,0.25996,7.1870,70.78320000
"TOI-1801 b",2023,"Transit",10.64387000000,0.0750000000,2.07900000,5.73800000000000e+00,5.73800000,3.701000,493.70,10.7276,0.000000,89.50700,3863.00,0.547000,0.556000,-1.23003,0.7000,30.67960000
"Kepler-52 d",2014,"Transit",36.44517100000,0.1820000000,1.95000000,8.88775000000000e+01,88.87750000,18.000000,332.00,2.9450,0.000000,89.98000,4263.00,0.556000,0.577000,-0.99568,1.0100,321.54200000
"TOI-1853 b",2023,"Transit",1.24362580000,0.0213000000,3.46000000,7.32000000000000e+01,73.20000000,9.740000,1479.00,435.3300,0.030000,84.70000,4985.00,0.808000,0.837000,-0.43227,,165.10500000
"EPIC 229004835 b",2023,"Transit",16.14113200000,0.1237000000,2.33200000,1.04000000000000e+01,10.40000000,4.490000,804.00,69.7000,0.230000,88.08000,5868.00,0.999000,0.970000,0.02989,4.9000,121.97100000
"OGLE-2019-BLG-1492L b",2022,"Microlensing",,2.7000000000,6.79000000,3.71000000000000e+01,37.10000000,0.651000,,,,,,,0.680000,,,5600.00000000
"OGLE-2016-BLG-0263L b",2017,"Microlensing",,5.4000000000,13.00000000,1.30000000000000e+03,1300.00000000,3.250000,,,,,,,0.130000,,,6500.00000000
"OGLE-2017-BLG-0364L b",2024,"Microlensing",,3.7900000000,10.30000000,7.58000000000000e+01,75.80000000,0.381000,,,,,,,0.490000,,,7860.00000000
"UKIRT-2017-BLG-001L b",2018,"Microlensing",,4.1800000000,13.70000000,4.07000000000000e+02,407.00000000,0.870000,,,,,,,0.810000,,,6300.00000000
"OGLE-2018-BLG-1126L b",2022,"Microlensing",,3.2300000000,4.41000000,1.77983907920000e+01,17.79839079,1.140000,,,,,,,0.690000,,,5700.00000000
"KMT-2019-BLG-0298L b",2023,"Microlensing",,5.6700000000,13.40000000,5.75269416670000e+02,575.26941667,1.310000,,,,,,,0.700000,,,6710.00000000
"K2-73 b",2016,"Transit",7.49556000000,0.0761900000,2.58000000,9.20000000000000e+00,9.20000000,2.800000,968.00,209.0000,,88.44303,5867.00,1.058000,1.020000,0.07609,,269.18300000
"pi Men c",2018,"Transit",6.26783990000,0.0683900000,2.01890000,3.63000000000000e+00,3.63000000,2.800000,1169.80,309.0000,0.000000,87.04500,5998.00,1.170000,1.070000,0.15836,2.9800,18.27020000
"MOA-2016-BLG-526L b",2024,"Microlensing",,2.0700000000,3.97000000,1.49379351290000e+01,14.93793513,1.310000,,,,,,,0.370000,,,6930.00000000
"OGLE-2018-BLG-1269L b",2020,"Microlensing",,4.5100000000,14.10000000,2.10000000000000e+02,210.00000000,0.412000,,,,,,,1.110000,,,2510.00000000
"KMT-2018-BLG-0087L b",2022,"Microlensing",,0.8700000000,10.10000000,7.31005336100000e+01,73.10053361,0.390000,,,,,,,0.100000,,,7020.00000000
"OGLE-2007-BLG-368L b",2009,"Microlensing",,2.8000000000,4.72000000,2.00000000000000e+01,20.00000000,1.050000,,,,,,,0.640000,,,5900.00000000
"OGLE-2018-BLG-0799L b",2022,"Microlensing",,1.2800000000,10.90000000,8.26353858200000e+01,82.63538582,0.351000,,,,,,,0.093000,,,4050.00000000
"MOA-2010-BLG-328L b",2013,"Microlensing",,0.9200000000,2.99000000,9.20000000000000e+00,9.20000000,1.890000,,,,,,,0.110000,,,810.00000000
"MOA-2012-BLG-006L b",2017,"Microlensing",,10.2000000000,12.60000000,2.70000000000000e+03,2700.00000000,7.420000,,,,,,,0.490000,,,5300.00000000
"OGLE-2018-BLG-1011L b",2019,"Microlensing",,1.8000000000,13.50000000,5.70000000000000e+02,570.00000000,1.270000,,,,,,,0.180000,,,7100.00000000
"KMT-2018-BLG-0748L b",2020,"Microlensing",,0.6200000000,9.01000000,6.00000000000000e+01,60.00000000,0.451000,,,,,,,0.087000,,,7300.00000000
"BD+20 594 b",2016,"Transit",41.68550000000,0.2410000000,2.57807000,2.22481000000000e+01,22.24810000,7.890000,546.00,,0.000000,89.55000,5766.00,1.080000,1.670000,-0.05552,3.3400,179.46100000
"TOI-5398 b",2022,"Transit",10.59054700000,0.0980000000,10.30000000,5.87000000000000e+01,58.70000000,0.290000,947.00,118.4130,0.130000,89.21000,6000.00,1.051000,1.146000,0.11725,0.6500,130.85500000
"HD 110067 f",2023,"Transit",41.05854000000,0.2163000000,2.60100000,5.04000000000000e+00,5.04000000,1.570000,489.00,,,89.67300,5266.00,0.788000,0.798000,-0.36224,8.1000,32.15850000
"HD 11506 b",2007,"Radial Velocity",1617.70000000000,2.8850000000,12.90000000,1.55100262616000e+03,1551.00262616,3.970000,,,0.379000,112.59800,6123.00,1.240000,1.220000,0.33685,2.5000,51.26100000
"OGLE-2017-BLG-1806L b",2023,"Microlensing",,1.7500000000,2.15000000,5.27000000000000e+00,5.27000000,2.910000,,,,,,,0.380000,,,6400.00000000
"MOA-2011-BLG-028L b",2016,"Microlensing",,4.1400000000,5.99000000,3.00000000000000e+01,30.00000000,0.767000,,,,,,,0.750000,,,7380.00000000
"MOA-2013-BLG-605L b",2016,"Microlensing",,0.9300000000,1.62000000,3.24000000000000e+00,3.24000000,4.190000,,,,,,,0.024000,,,850.00000000
"OGLE-2012-BLG-0406L b",2013,"Microlensing",,3.4500000000,13.20000000,8.68000000000000e+02,868.00000000,2.070000,,,,,,,0.440000,,,4970.00000000
"KMT-2022-BLG-0440L b",2023,"Microlensing",,1.9000000000,4.05000000,1.54000000000000e+01,15.40000000,1.270000,,,,,,,0.530000,,,3500.00000000
"OGLE-2018-BLG-0383L b",2022,"Microlensing",,1.8000000000,2.41000000,6.40000000000000e+00,6.40000000,2.510000,,,,,,,0.100000,,,7700.00000000
"Kepler-87 c",2013,"Transit",191.23180000000,0.6760000000,6.14000000,6.40000000000000e+00,6.40000000,0.152000,403.00,4.6560,0.039000,89.58800,5600.00,1.820000,1.100000,0.32604,7.5000,1232.90000000
"HD 110067 e",2023,"Transit",30.79309100000,0.1785000000,1.94000000,3.90000000000000e+00,3.90000000,,533.00,,,89.86700,5266.00,0.788000,0.798000,-0.36224,8.1000,32.15850000
"HD 110067 c",2023,"Transit",13.67369400000,0.1039000000,2.38800000,6.30000000000000e+00,6.30000000,,699.00,,,89.68700,5266.00,0.788000,0.798000,-0.36224,8.1000,32.15850000
"Kepler-139 d",2023,"Transit",7.30569992200,0.0755533961,1.69500000,2.00000000000000e+00,2.00000000,5.270467,972.00,172.3000,0.000000,87.97000,5622.00,1.045000,1.078000,0.01598,5.1000,391.03800000
"CoRoT-16 b",2011,"Transit",5.35227000000,0.0618000000,13.11000000,1.70032000000000e+02,170.03200000,0.440000,,,0.330000,85.01000,5650.00,1.190000,1.098000,-0.43496,6.7300,732.40900000
"KMT-2018-BLG-0030L b",2022,"Microlensing",,4.3900000000,13.60000000,4.60851190150000e+02,460.85119015,1.010000,,,,,,,0.510000,,,6480.00000000
"KMT-2022-BLG-1013L b",2023,"Microlensing",,1.3800000000,12.10000000,9.85268061700000e+01,98.52680617,0.306000,,,,,,,0.180000,,,7710.00000000
"TOI-4377 b",2023,"Transit",4.37808100000,0.0579000000,15.10970598,3.04161785499000e+02,304.16178550,0.881000,1162.08,430.9826,0.045000,80.30000,4974.00,3.520000,1.360000,0.82217,3.8800,455.82000000
"TOI-2373 b",2023,"Transit",13.33668000000,0.1120000000,10.42435205,2.95580418510000e+03,2955.80418510,14.400000,860.00,69.8726,0.112000,89.20000,5651.00,1.102000,1.041000,0.05115,5.9000,508.68600000
"TOI-1994 b",2024,"Transit",4.03371420000,0.0613000000,13.67495645,7.02400779470000e+03,7024.00779470,15.000000,2290.00,1910.2600,0.341000,85.50000,7700.00,2.300000,1.860000,1.22272,0.9400,515.60300000
"TOI-2524 b",2023,"Transit",7.18585000000,0.0730000000,11.20898070,2.03410180480000e+02,203.41018048,0.790000,1100.00,210.6090,0.000000,89.40000,5831.00,1.119000,1.007000,0.11628,6.7000,438.84200000
"KMT-2022-BLG-1790L b",2025,"Microlensing",,5.2500000000,13.50000000,5.49843144110000e+02,549.84314411,1.230000,,,,,,,0.580000,,,6480.00000000
"TOI-238 c",2024,"Radial Velocity",8.46565100000,0.0749000000,2.18000000,6.70000000000000e+00,6.70000000,1.830000,696.00,58.3000,0.360000,87.93800,5059.00,0.733000,0.790000,-0.47083,4.3000,80.54070000
"K2-22 b",2015,"Transit",0.38107300000,0.0090000000,2.30000000,4.44962000000000e+02,444.96200000,,2100.00,114.0000,0.190000,90.60000,3879.00,0.580000,0.595292,-1.07440,,243.83600000
"MOA-2012-BLG-505L b",2017,"Microlensing",,0.9000000000,2.48000000,6.70000000000000e+00,6.70000000,2.410000,,,,,,,0.100000,,,7210.00000000
"KMT-2019-BLG-1715L b",2021,"Microlensing",,3.3200000000,13.20000000,8.13640721920000e+02,813.64072192,1.940000,,,,,,,0.610000,,,3860.00000000
"KMT-2021-BLG-2609L b",2024,"Microlensing",,2.3000000000,3.17000000,1.01705090240000e+01,10.17050902,1.750000,,,,,,,0.200000,,,7480.00000000
"HD 142022 A b",2005,"Radial Velocity",1928.00000000000,2.9300000000,12.90000000,1.43340611557000e+03,1433.40611557,3.670000,,,0.530000,71.00000,5421.00,1.040000,0.900000,0.00432,7.0000,34.28020000
"2MASS J03590986+2009361 b",2024,"Imaging",,572.0000000000,12.20000000,5.72091132600000e+03,5720.91132600,17.300000,2369.00,,,,2943.00,0.289776,0.264996,-2.24602,,117.43500000
"GJ 896 A b",2022,"Astrometry",284.39000000000,0.6396500000,13.30000000,7.18292199820000e+02,718.29219982,1.680000,,,0.350000,69.20000,3345.00,0.394682,0.435990,-1.75523,,6.26022000
"KMT-2021-BLG-0322L b",2021,"Microlensing",,,12.70000000,2.03410180480000e+03,2034.10180480,5.460000,,,,,,,0.620000,,,6600.00000000
"OGLE-2014-BLG-0221L b",2024,"Microlensing",,3.7600000000,12.90000000,1.38255357045000e+03,1382.55357045,3.540000,,,,,,,0.690000,,,3680.00000000
"KMT-2016-BLG-2142L b",2018,"Microlensing",,0.8300000000,12.20000000,4.92300000000000e+03,4923.00000000,14.900000,,,,,,,0.073000,,,7010.00000000
"KMT-2024-BLG-1044L b",2024,"Microlensing",,,2.70000000,7.75000000000000e+00,7.75000000,2.160000,,,,,,,0.069000,,,7140.00000000
"HAT-P-55 b",2015,"Transit",3.58523130000,0.0462800000,14.84069045,1.89425730572000e+02,189.42573057,0.318000,1367.00,583.0000,0.170000,86.80000,5804.00,1.105000,1.028000,0.09656,5.3000,511.38800000
"HAT-P-65 b",2016,"Transit",2.60544751000,0.0404200000,18.05766791,1.76076937478000e+02,176.07693748,0.164000,1818.00,1821.0000,0.304000,88.30000,5872.00,1.666000,1.297000,0.47276,3.9000,738.51900000
"Kepler-326 c",2014,"Transit",4.58035800000,0.0510000000,1.40000000,1.74000000000000e+01,17.40000000,34.800000,889.00,303.6200,0.000000,88.60000,5105.00,0.801000,0.910000,-0.15657,13.1800,487.67500000
"WASP-5 b",2008,"Transit",1.62842790000,0.0267000000,12.18400000,5.02150000000000e+02,502.15000000,1.640000,1706.00,1559.4762,0.038000,86.90000,5700.00,1.029000,0.960000,0.06717,5.4000,309.13700000
"HD 48265 b",2008,"Radial Velocity",778.51000000000,1.8140000000,12.60000000,2.35193021180000e+03,2351.93021180,6.460000,,,0.211000,11.70000,5733.00,1.901000,1.312000,0.58433,4.2010,90.54460000
"WASP-100 b",2014,"Transit",2.84938000000,0.0457400000,14.90797000,4.00465800000000e+02,400.46580000,0.530000,2190.00,5502.8822,0.000000,82.60000,6900.00,1.570000,0.770000,0.76571,1.5700,364.41100000
"OGLE-2014-BLG-0319L b",2022,"Microlensing",,3.4900000000,14.10000000,1.81162191990000e+02,181.16219199,0.355000,,,,,,,0.520000,,,7730.00000000
"KMT-2019-BLG-0371L b",2021,"Microlensing",,0.7900000000,12.60000000,2.44727873390000e+03,2447.27873390,6.720000,,,,,,,0.090000,,,7010.00000000
"OGLE-2017-BLG-1237L b",2024,"Microlensing",,2.5300000000,13.00000000,1.20774794660000e+03,1207.74794660,3.020000,,,,,,,0.460000,,,6030.00000000
"MOA-bin-29 b",2019,"Microlensing",,0.4800000000,14.10000000,1.90000000000000e+02,190.00000000,0.372000,,,,,,,0.030000,,,7120.00000000
"2MASS J21252752-8138278 b",2024,"Imaging",,7493.0000000000,12.40000000,3.81394088400000e+03,3813.94088400,11.000000,1616.00,,,,3592.00,0.672832,0.643977,-1.16815,,34.11540000
"Kepler-278 c",2014,"Transit",51.11100000000,0.2870000000,3.26800000,3.49000000000000e+01,34.90000000,5.500000,492.00,54.3000,0.616000,88.58000,4965.00,2.861000,1.227000,0.64933,5.7610,443.03000000
"WASP-157 b",2016,"Transit",3.95162300000,0.0499000000,11.19000000,1.82434420000000e+02,182.43442000,0.640000,1193.00,,0.000000,85.09039,5772.00,1.100000,1.060000,0.07934,1.6000,334.03700000
"KMT-2023-BLG-0469L b",2024,"Microlensing",,2.3100000000,7.04000000,3.94107224680000e+01,39.41072247,0.621000,,,,,,,0.470000,,,7070.00000000
"KMT-2021-BLG-0192L b",2022,"Microlensing",,1.6200000000,6.56000000,3.49611247700000e+01,34.96112477,0.681000,,,,,,,0.270000,,,5120.00000000
"KMT-2016-BLG-2364L b",2020,"Microlensing",,2.6300000000,13.00000000,1.25000000000000e+03,1250.00000000,3.130000,,,,,,,0.500000,,,6440.00000000
"KMT-2018-BLG-1988L b",2022,"Microlensing",,3.0900000000,2.22000000,5.56000000000000e+00,5.56000000,2.790000,,,,,,,0.470000,,,4150.00000000
"HATS-2 b",2013,"Transit",1.35413379000,0.0231700000,12.57647635,4.35424917590000e+02,435.42491759,1.206840,1550.00,950.0563,0.000000,87.83000,5227.00,0.876000,0.904000,-0.26800,7.2000,341.92500000
"BD+60 1417 b",2021,"Imaging",,1662.0000000000,14.68376472,4.76742610500000e+03,4767.42610500,8.270000,1303.00,,,,4993.00,0.797000,1.000000,0.35595,0.1000,44.95430000
"GJ 9827 c",2017,"Transit",3.64810300000,0.0395000000,1.13000000,1.86000000000000e+00,1.86000000,7.142000,715.94,73.0000,0.000000,89.09000,4236.00,0.580000,0.620000,-1.00436,5.4650,29.66100000
"TOI-1273 b",2024,"Transit",4.63129600000,0.0549000000,11.09689089,7.05579063540000e+01,70.55790635,0.280000,1211.00,225.0130,0.055000,,5690.00,1.060000,1.060000,0.02938,3.1000,177.11800000
"TOI-1347 c",2024,"Transit",4.84196200000,0.0546000000,1.60000000,6.40000000000000e+00,6.40000000,4.100000,1000.00,183.6642,0.000000,87.50000,5464.00,0.830000,0.913000,-0.25964,1.4000,147.47600000
"OGLE-2017-BLG-1275L b",2024,"Microlensing",,2.0900000000,12.80000000,1.87518760130000e+03,1875.18760130,4.910000,,,,,,,0.630000,,,7690.00000000
"KMT-2021-BLG-0748L b",2022,"Microlensing",,2.4300000000,14.30000000,1.43022783150000e+02,143.02278315,0.269000,,,,,,,0.360000,,,6090.00000000
"KMT-2023-BLG-1642L b",2024,"Microlensing",,1.4100000000,13.80000000,3.43254679560000e+02,343.25467956,0.718000,,,,,,,0.170000,,,6980.00000000
"MOA-2010-BLG-117L b",2018,"Microlensing",,2.4200000000,14.20000000,1.70000000000000e+02,170.00000000,0.326000,,,,,,,0.580000,,,3500.00000000
"Kepler-20 d",2011,"Transit",77.61145500000,0.3474000000,2.60600000,1.34000000000000e+01,13.40000000,4.100000,430.00,5.7100,0.082000,89.70800,5495.00,0.916400,0.929000,-0.16451,5.6000,282.56300000
"Kepler-99 b",2014,"Transit",4.60358000000,0.0507100000,1.48000000,6.15000000000000e+00,6.15000000,10.900000,810.00,108.0420,0.000000,89.05000,4782.00,0.730000,0.790000,-0.58545,1.4700,208.36900000
"HD 38529 c",2000,"Radial Velocity",2127.60566000000,3.2260000000,12.50000000,3.29905886466000e+03,3299.05886466,9.280000,,,0.357000,104.55900,5697.00,2.857838,0.980000,0.83420,4.5000,42.35380000
"KMT-2018-BLG-1990L b",2019,"Microlensing",,0.7630000000,12.90000000,1.11000000000000e+02,111.00000000,0.284000,,,,,,,0.094000,,,967.00000000
"TOI-4860 b",2023,"Transit",1.52275910000,0.0180800000,8.70000000,8.67000000000000e+01,86.70000000,0.750000,694.00,42.5000,0.008000,88.50000,3260.00,0.358000,0.340000,-1.83565,4.5000,80.14230000
"OGLE-2014-BLG-1722L b",2018,"Microlensing",,1.5000000000,8.59000000,5.53000000000000e+01,55.30000000,0.479000,,,,,,,0.400000,,,6400.00000000
"KMT-2016-BLG-1820L b",2018,"Microlensing",,1.0800000000,12.90000000,1.45000000000000e+03,1450.00000000,3.710000,,,,,,,0.039000,,,6260.00000000
"PSR B1620-26 b",2003,"Pulsar Timing",,23.0000000000,13.30000000,7.94575000000000e+02,794.57500000,1.860000,,,,,,,1.350000,,,
"OGLE-2007-BLG-349L AB c",2016,"Microlensing",2557.00000000000,2.5900000000,10.70000000,8.00000000000000e+01,80.00000000,0.359000,,,,,,,0.410000,,,2760.00000000
"LHS 1678 c",2021,"Transit",3.69428400000,0.0327000000,0.94100000,1.40000000000000e+00,1.40000000,10.600000,510.90,13.5000,0.039000,88.82000,3490.00,0.329000,0.345000,-1.83863,7.0000,19.87820000
"LHS 1140 b",2017,"Transit",24.73723000000,0.0946000000,1.73000000,5.60000000000000e+00,5.60000000,5.900000,226.00,0.4300,0.043000,89.86000,3096.00,0.215900,0.184400,-2.42022,5.0000,14.98610000
"LHS 1140 c",2018,"Transit",3.77794000000,0.0270000000,1.27200000,1.91000000000000e+00,1.91000000,5.100000,422.00,5.3000,0.050000,89.80000,3096.00,0.215900,0.184400,-2.42022,5.0000,14.98610000
"HD 89839 b",2023,"Radial Velocity",3391.20000000000,4.7130000000,12.80000000,1.74805623850000e+03,1748.05623850,4.580000,,,0.185000,49.50000,6314.00,1.285880,1.210000,0.37479,1.6000,57.30630000
"TOI-4438 b",2024,"Transit",7.44628000000,0.0534000000,2.52000000,5.40000000000000e+00,5.40000000,1.850000,435.00,6.0000,0.140000,89.34000,3422.00,0.372000,0.368000,-1.76802,5.1000,30.03460000
"KMT-2021-BLG-1554L b",2022,"Microlensing",,0.7200000000,6.90000000,3.81394088400000e+01,38.13940884,0.638000,,,,,,,0.080000,,,7680.00000000
"Kepler-203 d",2014,"Transit",11.32972000000,0.1000000000,1.44000000,3.39000000000000e+01,33.90000000,62.400000,855.00,121.8160,0.000000,89.91000,5821.00,1.114000,1.060000,0.09370,1.7800,703.30200000
"KMT-2021-BLG-1303L b",2022,"Microlensing",,2.8900000000,13.60000000,1.20774794660000e+02,120.77479466,0.264000,,,,,,,0.570000,,,6280.00000000
"KMT-2021-BLG-0736L b",2025,"Microlensing",,4.0000000000,4.86000000,2.10000000000000e+01,21.00000000,1.010000,,,,,,,0.600000,,,7000.00000000
"TOI-1347 b",2024,"Transit",0.84742346000,0.0171000000,1.80000000,1.11000000000000e+01,11.10000000,9.900000,1400.00,1876.1315,0.000000,79.50000,5464.00,0.830000,0.913000,-0.25964,1.4000,147.47600000
"HD 88986 b",2023,"Radial Velocity",146.05000000000,0.5800000000,2.49000000,1.72000000000000e+01,17.20000000,6.100000,460.00,,0.240000,89.90000,5861.00,1.543000,1.250000,0.39340,7.9000,33.26730000
"TOI-2529 b",2024,"Transit",64.59490000000,0.3270000000,11.54525012,7.43718472380000e+02,743.71847238,2.660000,636.00,70.9731,0.021000,,5802.00,1.700000,1.110000,0.46389,7.2300,296.27100000
"TOI-1136 c",2022,"Transit",6.25740000000,0.0669000000,2.87900000,6.32000000000000e+00,6.32000000,1.450000,1062.00,232.3920,0.110000,88.80000,5770.00,0.968000,1.022000,-0.02687,0.7000,84.53620000
"KMT-2021-BLG-1770L b",2023,"Microlensing",,0.9000000000,12.10000000,6.67439654700000e+03,6674.39654700,20.700000,,,,,,,0.130000,,,6920.00000000
"OGLE-2011-BLG-0265L b",2015,"Microlensing",,1.8900000000,13.90000000,2.80000000000000e+02,280.00000000,0.573000,,,,,,,0.211000,,,4380.00000000
"OGLE-2018-BLG-0740L b",2019,"Microlensing",5480.00000000000,5.0000000000,12.90000000,1.50000000000000e+03,1500.00000000,3.840000,,,0.000000,,5912.00,,1.000000,,,3200.00000000
"KMT-2017-BLG-2509L b",2021,"Microlensing",,2.1400000000,13.40000000,6.64261370630000e+02,664.26137063,1.520000,,,,,,,0.460000,,,7040.00000000
"OGLE-2018-BLG-0932L b",2022,"Microlensing",,1.7500000000,13.90000000,2.82867282230000e+02,282.86728223,0.579000,,,,,,,0.720000,,,6620.00000000
"OGLE-2014-BLG-0124L b",2015,"Microlensing",,3.4800000000,14.10000000,2.06588464550000e+02,206.58846455,0.405000,,,,,,,0.900000,,,3500.00000000
"TOI-815 b",2024,"Transit",11.19725900000,0.0903000000,2.94000000,7.60000000000000e+00,7.60000000,1.640000,686.00,36.9000,0.200000,89.36000,4869.00,0.770000,0.776000,-0.50459,0.2000,59.71170000
"OGLE-TR-182 b",2007,"Transit",3.97910000000,0.0510000000,12.66600000,3.20995000000000e+02,320.99500000,0.410000,1550.00,,0.000000,85.70000,5924.00,1.140000,1.140000,0.24059,4.3000,2501.75000000
"OGLE-2018-BLG-0567L b",2021,"Microlensing",,2.7200000000,12.30000000,1.01705090240000e+02,101.70509024,0.300000,,,,,,,0.250000,,,7060.00000000
"OGLE-2019-BLG-1053L b",2021,"Microlensing",,3.4000000000,1.38000000,2.48000000000000e+00,2.48000000,5.190000,,,,,,,0.610000,,,6800.00000000
"Kepler-29 b",2011,"Transit",10.33974000000,0.0848200000,2.55000000,5.00000000000000e+00,5.00000000,1.650000,777.00,55.9000,0.000000,89.13000,5378.00,0.732000,0.761000,-0.29687,0.3000,832.53200000
"OGLE-2019-BLG-0468L c",2022,"Microlensing",,2.7700000000,12.50000000,3.24820631954000e+03,3248.20631954,9.140000,,,,,,,0.920000,,,4400.00000000
"KMT-2021-BLG-1898L b",2022,"Microlensing",,1.9000000000,14.00000000,2.32014737110000e+02,232.01473711,0.465000,,,,,,,0.480000,,,6900.00000000
"KMT-2024-BLG-0404L b",2025,"Microlensing",,0.8500000000,11.90000000,8.65764580668000e+03,8657.64580668,28.200000,,,,,,,0.090000,,,7210.00000000
"KMT-2019-BLG-1042L b",2022,"Microlensing",,1.7000000000,9.05000000,6.03873973300000e+01,60.38739733,0.448000,,,,,,,0.300000,,,6600.00000000
"MOA-2016-BLG-227L b",2017,"Microlensing",,1.3900000000,13.20000000,8.90000000000000e+02,890.00000000,2.130000,,,,,,,0.290000,,,6500.00000000
"AT2021ueyL b",2025,"Microlensing",4168.69000000000,4.0100000000,13.60000000,4.25890065380000e+02,425.89006538,0.930000,,,,,3680.00,,0.490000,,,1040.00000000
"NGTS-27 b",2024,"Transit",3.37041810000,0.0446000000,15.64773706,1.88472245351000e+02,188.47224535,0.266000,1783.00,1680.0000,0.000000,86.20000,5700.00,1.770000,1.070000,0.51375,7.9000,942.12200000
"TOI-2406 b",2021,"Transit",3.07668910000,0.0226700000,2.86000000,1.56000000000000e+01,15.60000000,,449.00,6.6900,0.170000,89.80000,3100.00,0.204000,0.166000,-2.46218,,55.41900000
"TOI-1448 b",2024,"Transit",8.11224500000,0.0567000000,2.74900000,1.95000000000000e+01,19.50000000,,426.00,5.4500,0.360000,89.62000,3412.00,0.380000,0.372000,-1.75498,,73.33450000
